Property ID|grade_id|manager_id|market_id|state_id|type_id|Year Built|year_acquired|year_renovation|Grade|Manager|Market|Type|Property|Address|City|State|Zip|Latitude|Longitude|GLA Mall|GLA Shop|groundLease|HHI_10mi|levels|movie|NOI_estimate|Occupancy|population_10mi|Sales per SF|sales_SF_exApple|screens|Stores|superZipsServed_10mi|tap_score|Value|Nominal Cap Rate
1222|5|72|1316|44|5||||C+||Dallas / Fort Worth|Outlet Center|Terrell Outlet Center|301 Tanger Drive|Terrell|TX|75160|32.701871|-96.278531|177800|177800||66642.81915116|1|none|2.89617164|0.97|66450|240|240||38|0|2.5|24.85000085|0.11654614
1223|5|72|2|31|5|1994|||C+||Other|Outlet Center|Tilton Outlet Center|120 Laconia Road|Tilton|NH|3276|43.458888|-71.559251|250107|250107||65908.2495702|1|none|2.34551296|0.96|54769|270|270||55|0|9|20.12518814|0.11654614
1224|4||2|15|5|1994|||C||Other|Outlet Center|Tuscola Outlet Center|D400 Tuscola Blvd|Tuscola|IL|61953|39.79657|-88.287544|250439|250439||58930.18841985|1|none|3.12844015|0.85333333|16539|227.7|227.7||46|0|27.3|22.29331813|0.14033084
1225|4||2|23|5||||C||Other|Outlet Center|West Branch Outlet Center|2990 Cook Road|West Branch|MI|48661|44.249116|-84.225672|112120|112120||45287.23515666|1|none|1.40058341|0.85333333|13383|227.7|227.7||26|0|0.5|9.98058141|0.14033084
1226|5|72|2|7|5|1995|||C+||Other|Outlet Center|Westbrook Outlet Center|314 Flat Rock Place|Westbrook|CT|6498|41.290037|-72.441971|289898|289898||93485.98996588|1|Marquess Westbrook|3.38477405|0.826625|70825|215|215|12|53|2|59.5|29.04235265|0.11654614
1227|7|54|191|24|5|2000|1998|2003|B||Minneapolis|Outlet Center|Albertville Premium Outlets|6415 Labeaux Ave, NE|Albertville|MN|55301|45.244217|-93.663504|429553|429553||96790.47646317|1|none|7.62721879|0.804|140891|442.9|442.9||100|0|54.2|83.10766185|0.09177516
1228|8|54|1316|44|5|2000|2004|2005|B+||Dallas / Fort Worth|Outlet Center|Allen Premium Outlets|820 West Stacy Road|Allen|TX|75013|33.130071|-96.66154|544219|544219||102913.1160833|1|none|12.20671124|0.969|809442|391.4|391.4||100|6|87.7|146.53122018|0.08330451
1229|7|54|162|36|5|1987|2004||B||Cleveland|Outlet Center|Aurora Farms Premium Outlets|549 South Chillicothe Road|Aurora|OH|44202|41.302783|-81.345405|271516|271516||94198.52255001|1|none|5.24776168|0.939|201296|391.4|391.4||70|2|52|57.1806336|0.09177516
1230|10|54|2|5|5|1995|2004|1999|A||Other|Outlet Center|Camarillo Premium Outlets|740 E. Ventura Blvd.|Camarillo|CA|93010|34.217841|-119.060569|686299|686299||92654.34307613|1|none|45.45862307|0.972|470652|747.3|747.3||160|0|71.4|707.53222522|0.06424954
1231|10|54|216|5|5|1997|2004|0|A||San Diego|Outlet Center|Carlsbad Premium Outlets|5620 Paseo del Norte|Carlsbad|CA|92008|33.126394|-117.322735|289209|289367||95967.49850506|1|none|22.88427013|0.96|573438|906.3|906.3||90|1|79|356.17793659|0.06424954
1232|7|54|209|28|5|1988|2004|1999|B||Raleigh-Durham|Outlet Center|Carolina Premium Outlets|1025 Industrial Park Drive|Smithfield|NC|27577|35.508915|-78.312727|438840|438840||54026.38266561|1|none|8.29688508|0.96|73572|370.8|370.8||80|0|1.7|90.40447626|0.09177516
1233|10|54|160|15|5|2004|0|0|A||Chicago|Outlet Center|Chicago Premium Outlets|1650 Premium Outlets Boulevard|Aurora|IL|60502|41.799567|-88.276851|687362|687362||104694.76336971|1|none|30.9355328|0.935|676993|832.1|832.1||120|6|59.1|481.4903066|0.06424954
1234|7|54|2|7|5|1996|2004|0|B||Other|Outlet Center|Clinton Crossing Premium Outlets|20-A Killingworth Turnpike|Clinton|CT|6413|41.292318|-72.530768|276117|276117||98898.46030237|1|none|5.61414431|0.975|84193|391.4|391.4||70|2|52.7|61.17281018|0.09177516
1235|6||207|38|5|1991|2004|0|B-||Portland|Outlet Center|Columbia Gorge Outlets|450 NW 257th Way|Troutdale|OR|97060|45.543356|-122.389286|163679|163679||74027.07254116|1|none|2.33416665|0.86607692|508978|237.35|237.35||45|0|29.7|21.60793524|0.10802359
1236|11|54|215|5|5|1990|2004|2002|A+||Inland Empire|Outlet Center|Desert Hills Premium Outlets|48400 Seminole Drive|Cabazon|CA|92230|33.930226|-116.818073|655261|655325||62348.20735072|1|none|88.9682756|0.998|78099|1439.15|1439.15||130|0|1|1618.13902931|0.05498185
1237|8|54|178|16|5|1989|2004|2005|B+||Indianapolis|Outlet Center|Edinburgh Premium Outlets|11622 N.E. Executive Drive|Edinburgh|IN|46124|39.307893|-85.962175|377979|377979||68872.61482472|1|none|10.5761659|0.975|78047|442.9|442.9||85|0|4.7|126.95790574|0.08330451
1238|8|54|212|5|5|1990|2004|2000|B+||Sacramento|Outlet Center|Folsom Premium Outlets|13000 Folsom Boulevard|Folsom|CA|95630|38.645014|-121.189675|297597|297597||91740.97260648|1|none|11.74814579|0.913|632167|515|515||80|2|69.5|141.02653072|0.08330451
1239|9|54|218|5|5|1992|2004|1995|A-||San Jose|Outlet Center|Gilroy Premium Outlets|681 Leavesley Road|Gilroy|CA|95020|37.023736|-121.563106|578326|578326||119544.64287594|1|None|21.99308994|0.902|123288|488.25|488.25||145|0|63.6|290.38342154|0.0757381
1240|6|54|156|32|5|1997|2004|1998|B-||New Jersey (Central)|Outlet Center|Jackson Premium Outlets|537 Monmouth Road|Jackson|NJ|8527|40.162952|-74.419951|285606|285606||109330.89022753|1|none|6.48037673|0.962|183645|343.4|343.4||70|1|62.5|59.9903871|0.10802359
1241|5|54|2|49|5|1998|2004|2002|C+||Other|Outlet Center|Johnson Creek Premium Outlets|575 W. Linmar Lane|Johnson Creek |WI|53038|43.089599|-88.762641|277672|277672||63970.67704326|1|none|3.5214607|0.913|57058|285|285||70|0|36.6|30.21516409|0.11654614
1242|5|54|2|22|5|1985|2004|1995|C+||Other|Outlet Center|Kittery Premium Outlets|375 U.S. Route 1|Kittery|ME|3904|43.117216|-70.726695|259361|259361||86283.38898565|1|none|2.97872034|0.87|101706|275|275||65|2|45|25.55829285|0.11654614
1243|11|54|182|34|5|2003||0|A+||Las Vegas|Outlet Center|Las Vegas North Premium Outlets|875 South Grand Central Parkway|Las Vegas|NV|89106|36.163898|-115.156732|676322|676324||59661.67730174|1|none|136.49770536|0.993|1614067|1733.4|1733.4||150|0|29.3|2482.59576759|0.05498185
1244|8|54|182|34|5|1993|2004|1997|B+||Las Vegas|Outlet Center|Las Vegas South Premium Outlets|7400 Las Vegas Boulevard South|Las Vegas|NV|89123|36.055198|-115.172185|535618|535618||63182.19477986|1|none|29.28309844|0.993|1340161|515|515||130|1|50|351.518772|0.08330451
1245|10|54|1521|46|5|1998|2004|2000|A||D.C. Metro|Outlet Center|Leesburg Corner Premium Outlets|241 Fort Evans Road NE|Leesburg|VA|20176|39.109601|-77.536571|478311|478311||143724.94218367|1|none|19.7817866|0.979|289418|720.8|720.8||110|3|94.3|307.88991284|0.06424954
1246|4|54|2|32|5|1981|2004||C||Other|Outlet Center|Liberty Village Premium Outlets|1 Church St|Flemington|NJ|8822|40.5052511|-74.8613007|158762|158762||133223.69440466|1|none|1.398283|0.68333333|100686|222.75|222.75||60|5|72.8|9.96418864|0.14033084
1247|7|54|2|16|5|1987|2004|1997|B||Other|Outlet Center|Lighthouse Place Premium Outlets|601 Wabash Street|Michigan City|IN|46360|41.715145|-86.904316|454780|454780||60873.76732846|1|none|9.39549916|0.872|61943|391.4|391.4||120|1|9.5|102.37518932|0.09177516
1248|7|54|217|5|5|1994|2004|2002|B||San Francisco|Outlet Center|Napa Premium Outlets|629 Factory Stores Drive|Napa|CA|94558|38.295555|-122.3038|179379|179379||98439.54730196|1|none|5.31262266|0.928|147077|391.4|391.4||50|0|68.7|57.88737149|0.09177516
1249|8|54|2|11|5|1996|2004|0|B+||Other|Outlet Center|North Georgia Premium Outlets|800 Highway 400 South|Dawsonville|GA|30534|34.35632|-84.045993|540724|540724||81683.80852499|1|none|13.14124384|0.928|117406|442.9|442.9||140|0|34.7|157.74949184|0.08330451
1250|11|54|202|10|5|2000|2004|0|A+||Orlando|Outlet Center|Orlando Vineland Premium Outlets|8200 Vineland Avenue|Orlando|FL|32821|28.386424|-81.495539|656892|656892||62428.81269711|1|none|90.3068162|1|567495|1615.7|1615.7||150|1|57.8|1642.48416546|0.05498185
1251|4|54|2|25|5|1986|2004||C||Other|Outlet Center|Osage Beach Premium Outlets|4540 Highway 54|Osage Beach|MO|65065|38.146341|-92.624919|389934|389934||54264.28405172|1|none|4.50095897|0.71|31208|381.15|381.15||110|0|3.8|32.07391078|0.14033084
1252|6|54|217|5|5|1994|2004|1995|B-||San Francisco|Outlet Center|Petaluma Village Premium Outlets|2200 Petaluma Boulevard North|Petaluma |CA|94952|38.255331|-122.651544|201694|201694||92319.79547191|1|none|5.27792891|0.957|161984|343.4|343.4||60|0|70.7|48.85904197|0.10802359
1253|10|54|2|44|5|2006||2008|A||Other|Outlet Center|Rio Grande Valley Premium Outlets|5001 East Expressway 83|Mercedes |TX|78570|26.158696|-97.88873|603929|603929||45091.12999019|1|none|22.17111749|0.874|167654|689|689||140|0|1.4|345.0782059|0.06424954
1254|9|54|151|44|5|2006|0|0|A-||Austin|Outlet Center|Round Rock Premium Outlets|4401 North IH-35|Round Rock|TX|78664|30.563523|-97.692006|498363|498363||86580.88055241|1|none|15.95934734|0.99|593187|525|525||125|0|74.6|210.71754348|0.0757381
1255|10|54|219|48|5|2005|0|0|A||Seattle|Outlet Center|Seattle Premium Outlets|10600 Quil Ceda Blvd.|Tulailp|WA|98271|48.093531|-122.188182|554751|554751||85165.78968395|1|none|24.93311026|0.988|232933|773.8|773.8||110|0|35|388.06672522|0.06424954
1256|6|54|179|10|5|1990|2004|1994|B-||Jacksonville|Outlet Center|St. Augustine Premium Outlets|2700 State Road 16|St. Augustine|FL|32092|29.922909|-81.417954|327699|327699||68767.63880522|1|None|7.69646951|0.957|120518|343.4|343.4||85|0|7.6|71.24804691|0.10802359
1257|8|54|2|39|5|1991|2004|2004|B+||Other|Outlet Center|The Crossings Premium Outlets|1000 Route 611|Tannersville |PA|18372|41.048167|-75.311133|411747|411747||66178.85946413|1|None|15.89973763|0.981|119072|520.15|520.15||100|0|18.9|190.86287126|0.08330451
1258|6|54|212|5|5|1988|2004|1992|B-||Sacramento|Outlet Center|Vacaville Premium Outlets|321 Nut Tree Road|Vacaville|CA|95687|38.366604|-121.955326|445400|445400||90702.97655775|1|None|11.49539841|0.947|253436|343.4|343.4||120|0|62.3|106.41563444|0.10802359
1259|10|54|1264|12|5|1994|2004|0|A||Honolulu|Outlet Center|Waikele Premium Outlets|94-790 Lumiaina Street|Waipahu|HI|96797|21.400801|-158.007951|219480|219480||94691.74184014|1|none|14.73168651|0.958|475170|1203.1|1203.1||50|0|60.2|229.28857576|0.06424954
1260|6|54|2|35|5|1995|2004|2005|B-||Other|Outlet Center|Waterloo Premium Outlets|655 State Route 318|Waterloo|NY|13165|42.955278|-76.921374|421436|421436||55837.90880474|1|none|8.71183963|0.941|53216|343.4|343.4||100|0|4.1|80.64756943|0.10802359
1261|11|54|2|35|5|1985|2004|2004|A+||Other|Outlet Center|Woodbury Common Premium Outlets|498 Red Apple Court|Central Valley|NY|10917|41.331089|-74.129983|909342|909342||99051.57097164|1|none|117.94206171|0.985|145778|1733.4|1733.4||220|0|37.8|2145.10905103|0.05498185
1262|10|54|154|20|5|1997|2004|2000|A||Boston|Outlet Center|Wrentham Village Premium Outlets|One Premium Outlets Boulevard|Wrentham|MA|2093|42.036425|-71.348304|672857|672857||99892.66111772|1|None|40.50991252|0.945|374096|848|848||170|0|63.5|630.50894674|0.06424954
1263|8|54|2|10|4|2008|0|0|B+||Other|Lifestyle Center|Pier Park|600 Pier Park Drive|Panama City Beach|FL|32413|30.2215629|-85.872995|947992|947992||61942.04926977|1|Grand Theatres|42.21422397|0.98|43726|473.8|473.8|16|121|0|27.5|405.3250621|0.10414906
1264|3|249|2|4|1|1982|2002|2008|C-||Other|Mall|Foothills Mall (AZ)|7401 North La Cholla Blvd.|Tucson|AZ|85741|32.342265|-111.012954|541869|270934.5||63161.91743909|1|Stadium|5.70059985|0.77|422448|294|294|15|100|1|52.6|21.79495795|0.2615559
1271|8|77|188|43|1|2005||0|B+||Memphis|Mall|The Avenue Carriage Crossing|4674 Merchants Park Circle|Collierville|TN|38017|35.025126|-89.719798|511000|383250||84420.81453853|1|none|16.34879961|0.88785714|304607|504.7|504.7||85|2|89.7|156.97500972|0.10414906
1274|8|78|215|5|4|2006||0|B+||Inland Empire|Lifestyle Center|Promenade Shops at Dos Lagos|2780 Cabot Drive|Corona|CA|92883|33.8120768|-117.5073719|350000|262500||87483.64674844|1|Kirkorian|12.81397729|0.92|421983|535.6|535.6|15|59|0|54.2|123.03497856|0.10414906
1275|9|78|2|6|4|2003||0|A-||Other|Lifestyle Center|Promenade Shops at Briargate|1885 Briargate Pkwy|Colorado Springs|CO|80920|38.964598|-104.792535|225000|168750||81679.54444616|1|None|7.50130908|0.9465|460232|728|460||49|3|81.4|84.12575905|0.0891678
1276|8|78|2|39|4|2006||0|B+||Other|Lifestyle Center|Promenade Shops at Saucon Valley|2845 Center Valley Pkwy.|Center Valley|PA|18034|40.5592081|-75.4072778|465075|348806.25||70708.89989264|1|Rave|13.81018721|0.9|462170|442.9|442.9|16|69|0|55.4|132.60021054|0.10414906
1277|9|78|2|6|4|2005||0|A-||Other|Lifestyle Center|Promenade Shops at Centerra|5971 Sky Pond Drive|Loveland|CO|80538|40.410762|-104.98916|700000|525000||88467.79297596|2|Metrolux|10.17615333|0.9365|249301|468|468|14|85|0|53.5|114.12363011|0.0891678
1278|10|78|2|7|4|2004||2007|A||Other|Lifestyle Center|Promenade Shops at Evergreen Walk|501 Evergreen Way|South Windsor|CT|6074|41.817083|-72.554943|379000|379000||71917.02558151|1|None|15.71329111|0.909|454826|609|475||65|1|59.3|208.38244305|0.07540602
1279|10|26|188|43|4|1987||0|A||Memphis|Lifestyle Center|Shops of Saddle Creek|7509 Popular Ave|Germantown|TN|38138|35.0937076|-89.8036636|142876|140947||72547.57852048|1|None|4.68170758|0.899|587194|750|385||40|2|83.6|62.08665369|0.07540602
1280|12|79|186|5|1|2002||0|A++||Los Angeles|Mall|The Grove|189 The Grove Drive|Los Angeles|CA|90036|34.073009|-118.356471|575000|200000||75876.46941587|1|Pacific|48.10815752|0.95506667|3267113|2632.2|2410|14|65|13|85|873.2542532|0.05509067
1281|11|35|195|35|1|1970|2001|2002|A+||New York|Mall|Kings Plaza|5100 Kings Plaza|Brooklyn|NY|11234|40.635358|-73.927677|1137000|445000||84328.7629365|2|none|32.79605015|0.994|5570227|731|731||128|24|57.1|534.69402893|0.06133611
1282|9|54|178|16|4|2008|0|0|A-||Indianapolis|Lifestyle Center|Hamiton Town Center|13901 Town Center Blvd|Noblesville|IN|46062|39.992337|-85.930664|674905|674905||100759.14578074|1|Hamiton Theater|24.24330968|0.966|321295|457.6|457.6|16|81|3|92.3|271.88412137|0.0891678
1283|8|88|178|16|4|2005||0|B+||Indianapolis|Lifestyle Center|The Shops at Perry Crossing|2499 Futura Parkway|Plainfield|IN|46168|39.7142102|-86.358154|650000|325000||62239.65240481|1|Rave|8.9395121|0.67|377601|396.55|396.55|18|46|0|53.4|85.83382466|0.10414906
1285|8|17|2|11|1|2008|||B+||Other|Mall|The Shoppes at River Crossing|5080 Riverside Drive|Macon|GA|31210|32.929278|-83.713978|743624|410405||51187.27956347|1|None|8.790204|0.96785714|141021|468.65|468.65||69|0|58.9|84.40022454|0.10414906
1287|8|28|219|48|1|1976||2000|B+||Seattle|Mall|Marketplace at Factoria|4055 Factoria Mall SE|Bellevue|WA|98006|47.5757223|-122.1725919|512160|256080||113965.9374213|1|None|5.39501045|0.78785714|1174322|262.65|262.65||52|10|95.8|51.80085621|0.10414906
1288|8|117|2|34|4|2007|||B+||Other|Lifestyle Center|The Summit (NV)|13925 S. Virginia Street|Reno|NV|89511|39.4094527|-119.7505411|566392|453113.6||70906.80606234|1|Century|3.86483675|0.91|252557|448.05|355|14|70|0|76.8|37.10870527|0.10414906
1289|11|35|205|4|4|1999|2005|2003|A+||Phoenix|Lifestyle Center|Kierland Commons|15205 N. Kierland Blvd|Scottsdale|AZ|85254|33.625597|-111.928608|437000|437000||93000.34121832|1|none|30.1229893|0.965|639247|1413|1175||71|3|82.1|491.11348583|0.06133611
1290|8|248|205|4|4|2007|0|0|B+||Phoenix|Lifestyle Center|Park West|9744 West Northern Avenue|Peoria|AZ|85345|33.55152|-112.2707|249168|249168||61737.81609607|1|Harkins|5.61288176|0.84|1261024|293.55|293.55|14|30|0|38.9|53.89277442|0.10414906
1291|10|54|2|10|1|2006|0|0|A||Other|Mall|Coconut Point|23106 Fashion Drive|Estero|FL|33928|26.4048421|-81.8074439|1204901|542446.2||78805.99895928|1|Muvico Theatres|13.75561327|0.875|215548|700|425|16|146|0|61.8|182.42061945|0.07540602
1292|10|17|203|10|1|1991||2006|A||Palm Beach|Mall|Mizner Park|327 Plaza Real Street|Boca Raton|FL|33432|26.3401581|-80.0814292|511838|170867||73917.05122547|1|Sunrise Cinemas - Mizner Park Cinema|12.46046852|0.95836667|668986|714|714|8|47|1|67|165.24500522|0.07540602
1294|12|79|186|5|1|2008||0|A++||Los Angeles|Mall|Americana at Brand|889 Americana Way|Glendale|CA|91210|34.1444121|-118.256354|475000|475000||73599.40679464|1|Pacific Theatres|51.02117959|0.95506667|2647138|1476.6|1115|18|75|6|72.8|926.13112571|0.05509067
1295|11|35|2|4|4|2002|2002|2005|A+||Other|Lifestyle Center|Tucson La Encantada|2905 E Skyline Dr.|Tucson|AZ|85718|32.323088|-110.929481|246000|246000||58954.83158231|2|none|10.4458815|0.98|548628|927|705||60|2|82.3|170.30558369|0.06133611
1303|9|72|185|35|5|2008|||A-||Long Island|Outlet Center|Deer Park Outlets|152 The Arches Circle|Deer Park|NY|11729|40.762399|-73.32737|739110|739110||115804.50435205|1|Regal Cinemas|21.28714718|0.99|923374|562.77|562.77|16|99|10|75.1|281.06258135|0.0757381
1307|11|226|195|35|4|2004||0|A+||New York|Lifestyle Center|Shops at Columbus Circle|10 Columbus Circle|New York City|NY|10019|40.76772|-73.982281|348200|261150||79442.31354247|6|none|19.7660324|0.943|7476020|773.8|773.8||66|26|99.1|322.25769422|0.06133611
1308|11|17|2|12|1|1970||1996|A+||Other|Mall|Whalers Village|2435 Kaanapali Parkway|Lahaina-Maui|HI|96761|20.921302|-156.694592|116587|107157||85962.97255703|3|none|15.5123215|0.99357895|25221|1462.8|1462.8||63|0|16.8|252.9068483|0.06133611
1309|7|17|152|21|4|1980|2004|1987|B||Baltimore|Lifestyle Center|The Gallery at Harborplace|200 East Pratt Street|Baltimore |MD|21202|39.286649|-76.611329|366019|99914||68149.20697698|1|none|8.431724|0.83|1236282|357|357||101|1|58.3|70.53667768|0.11953673
1310|8|17|219|48|1|1988||0|B+||Seattle|Mall|Westlake Center|400 Pine Street|Seattle|WA|98101|47.611233|-122.33763|133132|133132||108818.20676503|4|none|9.30071841|0.96785714|1154161|751.9|751.9||47|8|97.1|89.30199143|0.10414906
1311|10|106|154|20|1|1826|1976|1976|A||Boston|Mall|Faneuil Hall Marketplace|N Market Street|Boston|MA|2109|42.3604214|-71.0540668|347822|191396||93190.41103137||none|15.49875789|0.93336667|1868993|866.25|866.25||0|23|98|205.53740204|0.07540602
1312|11|248|195|35|4|1983||1985|A+||New York|Lifestyle Center|South Street Seaport|89 South St.|New York|NY|10038|40.7096219|-74.0021019|286000|214500||81917.10176087|4|none|12.63726045|0.888|6936596|646.6|646.6||80|24|98.4|206.03297271|0.06133611
1313|11|19|205|4|4|2009|||A+||Phoenix|Lifestyle Center|Scottsdale Quarter|15279 North Scottsdale Rd.|Scottsdale|AZ|85254|33.6237191|-111.9255427|724804|326161.8||93312.7137452|1|none|16.456669|0.955|632875|1075.9|915|||3|82.1|268.30312215|0.06133611
1314|11|54|182|34|1|2009||0|A+||Las Vegas|Mall|Crystals (CityCenter)|3720 S  Las Vegas Blvd.|Las Vegas|NV|89109|36.107125|-115.174186|782704|260165||62634.09393682|3|none|34.79311653|0.834|1663040|1144.8|1144.8||51|1|18.1|567.25342136|0.06133611
1315|9|203|151|44|1|2008|||A-||Austin|Mall|Hill Country Galleria|12700 Hill Country Blvd T-100|Bee Cave|TX|78738|30.308312|-97.93819|1300000|650000||127266.45906376|1|Cinemark|36.08533488|0.90296667|262778|613.6|613.6|14|74|0|71.3|404.69018864|0.0891678
1316|6|278|186|5|1|1973||2007|B-||Los Angeles|Mall|Southbay Pavilion|20700 Avalon Blvd.|Carson|CA|90746|33.844034|-118.263245|967000|483500||76062.10998148|1|Cinemark|13.27801781|0.82427083|2493025|346.5|346.5|13|86|4|59.8|99.20665911|0.133842
1323|2|67|206|39|1|2005||0|D||Pittsburgh|Mall|Galleria at Pittsburgh Mills|100 Pitsburgh Mills Circle|Tarentum|PA|15084|40.575117|-79.795986|1064845|532422.5||70193.82143715|1|Cinemark Imax|9.25467871|0.74|296086|254.8|254.8|30|128|0|20.9|29.91860383|0.30932856
1324|10|106|219|48|1|2009|||A||Seattle|Mall|Shops at The Bravern |11111 NE 8th Street|Bellevue|WA|98004|47.617255|-122.191877|292594|167957||115265.72037721|1|None|10.112994|0.86836667|1307778|708.75|708.75||35|9|95.6|134.11387731|0.07540602
1326|10|138|154|20|4|2009||0|A||Boston|Lifestyle Center|Legacy Place|680 Legacy Place|Dedham|MA|2026|42.233445|-71.179571|675000|375000||100287.54792157|1|Cinema de Lux|18.292812|0.909|1245460|609|475|16|75|23|87.8|242.59086323|0.07540602
1327|3|97|150|11|1|1969|2003|1998|C-||Atlanta|Mall|Gallery at South Dekalb|2801 Candler Road|Decatur|GA|30034|33.708179|-84.272301|800000|400000||67744.80124395|1|Galaxy South Dekalb|4.557669|0.67|935145|200.9|200.9|12|117|3|41.1|17.42521961|0.2615559
1328|9|138|154|20|1|1998||2004|A-||Boston|Mall|Derby Street Shoppes|92-98 Derby Street|Hingham|MA|2043|42.178766|-70.908272|436000|305200||95090.59770172|1|none|18.98378971|0.92296667|510010|832|690||68|4|73.9|212.89960214|0.0891678
1329|3|204|2|39|1|1993|||C-||Other|Mall|The Marketplace at Steamtown|300 Lackawanna Ave|Scranton|PA|18503|41.408333|-75.668055|565000|282500||57668.55512919|2|Marquee Cinema|2.71349382|0.67|215006|147|147|8|76|0|21.4|10.37443168|0.2615559
1331|5|44|2|35|1|1967|1998||C+||Other|Mall|Arnot Mall|3300 Chambers Road South|Horseheads|NY|14845|42.1542292|-76.8771062|1043000|330000||59266.64759917|2|Regal|9.87166761|0.83571429|91956|343|343|10|97|0|33.2|53.16215909|0.18568974
1341|-1|122|2|23|1|1967|2001|2001|Closed||Other|Mall|Shops at Centerpointe|3665 28th St. SE|Grand Rapids|MI|49512|42.914675|-85.578922|770000|385000||68219.92895089|1|none|0|0.83|501682|335|335||43|0|71.5|13.15263039|
1343|7|46|2|20|1|1979||1995|B||Other|Mall|Holyoke Mall at Ingleside|50 Holyoke St.|Holyoke|MA|1040|42.1674|-72.6401|1600000|640000||62485.41973392|3||21.301948|0.9038|446805|780.3|730||147|1|18.2|178.20420118|0.11953673
1345|8|16|168|6|4|2005|2005|2006|B+||Denver|Lifestyle Center|The Shops at Northfield Stapleton|8340 Northfield Blvd.|Denver|CO|80238|39.783714|-104.8794043|1118000|664000||76378.92241707|1|Harkins|23.77570676|0.9|1247553|370.8|370.8|18|71|2|69|228.28537191|0.10414906
1346|9|54|2|23|5|1986||2005|A-||Other|Outlet Center|Birch Run Premium Outlets|12240 South Beyer Rd.|Birch Run|MI|48415|43.246705|-83.7750949|604462|604462||59058.94791695|1|none|22.18403418|0.937|65726|698.25|698.25||145|0|16.7|292.90453347|0.0757381
1347|11|54|202|10|5|1982|2010|2008|A+||Orlando|Outlet Center|Orlando International Premium Outlets|4951 International Drive|Orlando|FL|32819|28.473097|-81.45042|772891|772891||62691.85185744|1|none|77.44684164|0.99|823080|1193.05|1193.05||181|1|24.2|1408.58925612|0.05498185
1348|8|16|160|15|1|2007|||B+||Chicago|Mall|The Promenade Bolingbrook|631 East Boughton Road|Bolingbrook|IL|60440|41.7217958|-88.0395796|771000|575000||108117.42188606|1|Gold Class Cinemas|17.86342526|0.86785714|720352|375.95|375.95|6|75|8|67.5|171.51787413|0.10414906
1350|7|16|225|10|1|2008|2008|0|B||Tampa-St. Petersburg|Mall|The Shops at Wiregrass|28211 Paseo Drive|Wesley Chapel|FL|33543|28.189463|-82.347134|747000|349000||74657.08561297|1|none|8.366986|0.8538|346469|336.6|336.6||90|0|73.9|69.99510357|0.11953673
1353|7|123|205|4|1|2007||0|B||Phoenix|Mall|Tempe Marketplace|2000 E. Rio Salado Pkwy.|Tempe|AZ|85281|33.429154|-111.90036|1300000|650000||70138.38271348|1|Harkins|21.16054447|0.8538|1179854|382.5|382.5|16|107|2|53.7|177.02127166|0.11953673
1355|9|126|213|45|1|2001||2005|A-||Salt Lake City|Mall|The Gateway|400 West 100 South|Salt Lake City|UT|84101|40.7694682|-111.9041608|689694|444824||75010.20509265|2|Gateway|2.21534933|0.88296667|671825|525.2|525.2|12|127|0|73.7|24.84472269|0.0891678
1356|9|312|180|17|5|2006||0|A-||Kansas City|Outlet Center|The Legends at Village West|1843 Village West Parkway|Kansas City|KS|66111|39.1239361|-94.8249819|1200000|737000||75793.97055584|1|The Legends|31.82141525|0.97477273|232187|493.5|493.5|14|93|0|51.2|420.1506683|0.0757381
1358|10|117|2|2|1|1997||2005|A||Other|Mall|The Summit (AL)|214 Summit Boulevard|Birmingham|AL|35243|33.4472254|-86.7312246|1000000|650000||74222.37683798|1|Carmike|39.85838334|0.90836667|402968|761.25|685|16|112|5|85.2|528.58355628|0.07540602
1361|9|318|202|10|1|1999|0|0|A-||Orlando|Mall|Waterford Lakes Town Center|413 North Alafaya Trail|Orlando|FL|32828|28.5519543|-81.2045201|967212|434594.25||70657.43949061|1|Regal Cinema|18.57882883|0.976|645604|410.8|410.8|20|113|0|42.7|208.35804261|0.0891678
1363|9|57|2|36|1|2006||2008|A-||Other|Mall|The Greene|51 Plum Street|Beavercreek|OH|45440|39.6934976|-84.1016586|790000|316000||65863.80803245|4|Cinema De Lux|14.5212383|0.90296667|499148|629.2|485|14|104|0|66.8|162.8529342|0.0891678
1374|7|318|178|16|1|2004|0|0|B||Indianapolis|Mall|Clay Terrace|14390 Clay Terrace Blvd|Carmel|IN|46032|39.996543|-86.130326|577614|259920.45||95957.82272975|2|none|9.78096258|0.917|470013|397.8|397.8||90|4|89.8|81.82390754|0.11953673
1375|6|25|2|2|1|2004||2005|B-||Other|Mall|Eastern Shore Centre|30500 State Highway 181|Spanish Fort|AL|36527|30.6647089|-87.852029|570000|285000||75527.20674904|1|Premiere|2.207003|0.84427083|80825|361.35|361.35|14|84|0|42.3|16.48961444|0.133842
1376|9||186|5|1|2001|||A-||Los Angeles|Mall|Paseo Colorado|280 E. Colorado Blvd|Pasadena|CA|91101|34.1458055|-118.1446781|565972|282986||74907.40197548|2||13.17224942|0.88296667|1968879|525.2|525.2||75|3|92.2|147.72427963|0.0891678
1380|9|134|207|38|1|2005||0|A-||Portland|Mall|Bridgeport Village|7455 SW Bridgeport Road|Tigard|OR|97224|45.3935487|-122.7540939|500000|200000||90283.95403284|2|Regal|7.43483183|0.88296667|815087|624|395|18|90|3|84.9|83.38022922|0.0891678
